5.119999999999990E+005 1.000000000000000E+000
5.119989972975693E+005 1.000000000000000E+000
5.119919903961595E+005 1.000000000000000E+000
5.119729810955896E+005 1.000000000000000E+000
5.119359711956798E+005 1.000000000000000E+000
5.118749624962499E+005 1.000000000000000E+000
5.117839567971199E+005 1.000000000000000E+000
5.116569558981100E+005 1.000000000000000E+000
5.114879615990400E+005 1.000000000000000E+000
5.112709756997300E+005 1.000000000000000E+000
5.110000000000000E+005 1.000000000000000E+000
5.106690000000000E+005 1.000000000000000E+000
5.102720000000000E+005 1.000000000000000E+000
5.098030000000000E+005 1.000000000000000E+000
5.092560000000000E+005 1.000000000000000E+000
5.086250000000000E+005 1.000000000000000E+000
5.079040000000000E+005 1.000000000000000E+000
5.070870000000000E+005 1.000000000000000E+000
5.061680000000000E+005 1.000000000000000E+000
5.051410000000000E+005 1.000000000000000E+000
5.040000000000000E+005 1.000000000000000E+000
5.027390000000000E+005 1.000000000000000E+000
5.013520000000000E+005 1.000000000000000E+000
4.998330000000000E+005 1.000000000000000E+000
4.981760000000000E+005 1.000000000000000E+000
4.963750000000000E+005 1.000000000000000E+000
4.944240000000000E+005 1.000000000000000E+000
4.923170000000000E+005 1.000000000000000E+000
4.900480000000000E+005 1.000000000000000E+000
4.876110000000000E+005 1.000000000000000E+000
4.850000000000000E+005 1.000000000000000E+000
4.822090000000000E+005 1.000000000000000E+000
4.792320000000000E+005 1.000000000000000E+000
4.760630000000000E+005 1.000000000000000E+000
4.726960000000000E+005 1.000000000000000E+000
4.691250000000000E+005 1.000000000000000E+000
4.653440000000000E+005 1.000000000000000E+000
4.613470000000000E+005 1.000000000000000E+000
4.571280000000000E+005 1.000000000000000E+000
4.526810000000000E+005 1.000000000000000E+000
4.480000000000000E+005 1.000000000000000E+000
4.430790000000000E+005 1.000000000000000E+000
4.379120000000000E+005 1.000000000000000E+000
4.324930000000000E+005 1.000000000000000E+000
4.268160000000000E+005 1.000000000000000E+000
4.208750000000000E+005 1.000000000000000E+000
4.146640000000000E+005 1.000000000000000E+000
4.081770000000000E+005 1.000000000000000E+000
4.014080000000000E+005 1.000000000000000E+000
3.943510000000000E+005 1.000000000000000E+000
3.870000000000000E+005 1.000000000000000E+000
3.793490000000000E+005 1.000000000000000E+000
3.713920000000000E+005 1.000000000000000E+000
3.631230000000000E+005 1.000000000000000E+000
3.545360000000000E+005 1.000000000000000E+000
3.456250000000000E+005 1.000000000000000E+000
3.363840000000000E+005 1.000000000000000E+000
3.268070000000000E+005 1.000000000000000E+000
3.168880000000000E+005 1.000000000000000E+000
3.066210000000000E+005 1.000000000000000E+000
2.960000000000000E+005 1.000000000000000E+000
2.850190000000000E+005 1.000000000000000E+000
2.736720000000000E+005 1.000000000000000E+000
2.619530000000000E+005 1.000000000000000E+000
2.498560000000000E+005 1.000000000000000E+000
2.373750000000000E+005 1.000000000000000E+000
2.245040000000000E+005 1.000000000000000E+000
2.112370000000000E+005 1.000000000000000E+000
1.975680000000000E+005 1.000000000000000E+000
1.834910000000000E+005 1.000000000000000E+000
1.690000000000000E+005 1.000000000000000E+000
1.540890000000000E+005 1.000000000000000E+000
1.387520000000000E+005 1.000000000000000E+000
1.229830000000000E+005 1.000000000000000E+000
1.067760000000000E+005 1.000000000000000E+000
9.012500000000000E+004 1.000000000000000E+000
7.302400000000000E+004 1.000000000000000E+000
5.546700000000000E+004 1.000000000000000E+000
3.744800000000000E+004 1.000000000000000E+000
1.896100000000000E+004 1.000000000000000E+000
0.000000000000000E+000 NaN
-1.944100000000000E+004 1.000000000000000E+000
-3.936800000000000E+004 1.000000000000000E+000
-5.978700000000000E+004 1.000000000000000E+000
-8.070400000000000E+004 1.000000000000000E+000
-1.021250000000000E+005 1.000000000000000E+000
-1.240560000000000E+005 1.000000000000000E+000
-1.465030000000000E+005 1.000000000000000E+000
-1.694720000000000E+005 1.000000000000000E+000
-1.929690000000000E+005 1.000000000000000E+000
-2.170000000000000E+005 1.000000000000000E+000
-2.415710000000000E+005 1.000000000000000E+000
-2.666880000000000E+005 1.000000000000000E+000
-2.923570000000000E+005 1.000000000000000E+000
-3.185840000000000E+005 1.000000000000000E+000
-3.453750000000000E+005 1.000000000000000E+000
-3.727360000000000E+005 1.000000000000000E+000
-4.006730000000000E+005 1.000000000000000E+000
-4.291920000000000E+005 1.000000000000000E+000
-4.582990000000000E+005 1.000000000000000E+000
-4.880000000000000E+005 1.000000000000000E+000
4.967937725379043E+005 1.000001377913505E+000
4.973561426666833E+005 1.001135399266226E+000
4.979110906698362E+005 1.002266598419808E+000
4.984512457593163E+005 1.003392294217668E+000
4.989692815779818E+005 1.004509948312526E+000
4.994578826821197E+005 1.005617096133086E+000
4.999097571150308E+005 1.006711370074048E+000
5.003176446749730E+005 1.007790513515710E+000
5.006743237674453E+005 1.008852391546997E+000
5.009726174968936E+005 1.009894999771914E+000
5.012053991828838E+005 1.010916471636821E+000
5.013656094877256E+005 1.011915183080013E+000
5.014462078631092E+005 1.012889456392266E+000
5.014402440682699E+005 1.013837869393480E+000
5.013408349264389E+005 1.014759154714681E+000
5.011411671877065E+005 1.015652201197185E+000
5.008344998379525E+005 1.016516054257566E+000
5.004141658528396E+005 1.017349915276179E+000
4.998735734011928E+005 1.018153140073685E+000
4.992062065074465E+005 1.018925236546199E+000
4.984056251880307E+005 1.019665861535322E+000
4.974654650814438E+005 1.020374817013980E+000
4.963794365962048E+005 1.021052045672844E+000
4.951413236048408E+005 1.021697625994993E+000
4.937449817154731E+005 1.022311766908513E+000
4.921843361554089E+005 1.022894802107926E+000
4.904533793033895E+005 1.023447184135866E+000
4.885461679088006E+005 1.023969478316293E+000
4.864568200372249E+005 1.024462356629982E+000
4.841795117822208E+005 1.024926591622172E+000
4.817084737831909E+005 1.025363050431238E+000
4.790379875886834E+005 1.025772689026357E+000
4.761623819034967E+005 1.026156546741491E+000
4.730760287565866E+005 1.026515741192914E+000
4.697733396250432E+005 1.026851463668229E+000
4.662487615473826E+005 1.027164975076698E+000
4.624967732571264E+005 1.027457602554017E+000
4.585118813651755E+005 1.027730736819991E+000
4.542886166168892E+005 1.027985830395333E+000
4.498215302470786E+005 1.028224396794625E+000
4.451051904533915E+005 1.028448010827270E+000
