15876
1.000000000000000E-003 -8.000000000000000E+001 0 BoundaryI
1.000900000000000E+000 -8.000000000000000E+001 0 BoundaryI
2.000800000000000E+000 -8.000000000000000E+001 0 BoundaryI
3.000700000000000E+000 -8.000000000000000E+001 0 BoundaryI
4.000600000000000E+000 -8.000000000000000E+001 0 BoundaryI
5.000500000000001E+000 -8.000000000000000E+001 0 BoundaryI
6.000400000000001E+000 -8.000000000000000E+001 0 BoundaryI
7.000300000000001E+000 -8.000000000000000E+001 0 BoundaryI
8.000200000000001E+000 -8.000000000000000E+001 0 BoundaryI
9.000100000000002E+000 -8.000000000000000E+001 0 BoundaryI
1.000000000000000E+001 -8.000000000000000E+001 0 BoundaryI
1.100000000000000E+001 -8.000000000000000E+001 0 BoundaryI
1.200000000000000E+001 -8.000000000000000E+001 0 BoundaryI
1.300000000000000E+001 -8.000000000000000E+001 0 BoundaryI
1.400000000000000E+001 -8.000000000000000E+001 0 BoundaryI
1.500000000000000E+001 -8.000000000000000E+001 0 BoundaryI
1.600000000000000E+001 -8.000000000000000E+001 0 BoundaryI
1.700000000000000E+001 -8.000000000000000E+001 0 BoundaryI
1.800000000000000E+001 -8.000000000000000E+001 0 BoundaryI
1.900000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.000000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.100000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.200000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.300000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.400000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.500000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.600000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.700000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.800000000000000E+001 -8.000000000000000E+001 0 BoundaryI
2.900000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.000000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.100000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.200000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.300000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.400000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.500000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.600000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.700000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.800000000000000E+001 -8.000000000000000E+001 0 BoundaryI
3.900000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.000000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.100000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.200000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.300000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.400000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.500000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.600000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.700000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.800000000000000E+001 -8.000000000000000E+001 0 BoundaryI
4.900000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.000000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.100000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.200000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.300000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.400000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.500000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.600000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.700000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.800000000000000E+001 -8.000000000000000E+001 0 BoundaryI
5.900000000000000E+001 -8.000000000000000E+001 0 BoundaryI
6.000000000000000E+001 -8.000000000000000E+001 0 BoundaryI
6.100000000000000E+001 -8.000000000000000E+001 0 BoundaryI
6.200000000000000E+001 -8.000000000000000E+001 0 BoundaryI
6.300000000000000E+001 -8.000000000000000E+001 0 BoundaryI
6.400000000000000E+001 -8.000000000000000E+001 0 BoundaryI
6.500000000000000E+001 -8.000000000000000E+001 0 BoundaryI
6.600000000000000E+001 -8.000000000000000E+001 0 BoundaryI
6.700000000000000E+001 -8.000000000000000E+001 0 BoundaryI
6.800000000000000E+001 -8.000000000000000E+001 0 BoundaryI
